product;assembly;part_number;process_sequence;process;machine;processing_hours;working_hours_per_day;assigned_staff;maintenance_between_operations;maintenance_time_hours
Втулка;Assembly_42;Part_00322;1;Forging;Кузнечный пресс 1;3,94;;;;
Втулка;Assembly_42;Part_00322;2;Turning;Токарный станок 1;4,51;20;2;yes;0,49
Втулка;Assembly_42;Part_00322;3;Grinding;Шлифовальный станок 1;2,58;16;3;no;0,78
Втулка;Assembly_42;Part_01125;1;Cutting;Ленточнопильный станок 1;1,41;16;2;no;0,53
Втулка;Assembly_42;Part_01125;2;Milling;Фрезерный станок 1;4,74;16;1;no;1,44
Втулка;Assembly_42;Part_01125;3;Drilling;Сверлильный станок 1;1,84;16;3;yes;1,1
Втулка;Assembly_42;Part_01125;4;Grinding;Шлифовальный станок 1;1,11;16;3;no;0,78
Втулка;Assembly_43;Part_00669;1;Cutting;Ленточнопильный станок 1;1,17;16;2;no;0,53
Втулка;Assembly_43;Part_00669;2;Turning;Токарный станок 1;1,81;20;2;yes;0,49
Втулка;Assembly_43;Part_00669;3;Heat treatment;Печь термообработки 1;7,27;20;1;no;0,2
Втулка;Assembly_43;Part_00669;4;Grinding;Шлифовальный станок 1;2,57;16;3;no;0,78
Втулка;Assembly_43;Part_00669;5;Polishing;Полировальный станок 1;1,32;24;2;yes;1,29
Втулка;Assembly_44;Part_00760;1;Cutting;Ленточнопильный станок 2;0,81;16;2;yes;0,26
Втулка;Assembly_44;Part_00760;2;Turning;Токарный станок 2;4,2;16;3;no;1,26
Втулка;Assembly_44;Part_00760;3;Heat treatment;Печь термообработки 1;4,89;20;1;no;0,2
Втулка;Assembly_44;Part_00760;4;Grinding;Шлифовальный станок 1;1,08;16;3;no;0,78
Втулка;Assembly_44;Part_00760;5;Polishing;Полировальный станок 1;0,87;24;2;yes;1,29
Втулка;Assembly_46;Part_00426;1;Cutting;Ленточнопильный станок 2;0,69;16;2;yes;0,26
Втулка;Assembly_46;Part_00426;2;Turning;Токарный станок 2;3,81;16;3;no;1,26
Втулка;Assembly_46;Part_00426;3;Heat treatment;Печь термообработки 1;7,88;20;1;no;0,2
Втулка;Assembly_46;Part_00426;4;Grinding;Шлифовальный станок 1;2,98;16;3;no;0,78
Втулка;Assembly_46;Part_00426;5;Polishing;Полировальный станок 1;1,1;24;2;yes;1,29
Втулка;Assembly_47;Part_01091;1;Forging;Кузнечный пресс 1;2,56;;;;
Втулка;Assembly_47;Part_01091;2;Turning;Токарный станок 1;4,88;20;2;yes;0,49
Втулка;Assembly_47;Part_01091;3;Grinding;Шлифовальный станок 1;1,67;16;3;no;0,78
Втулка;Assembly_49;Part_00604;1;Cutting;Ленточнопильный станок 2;0,61;16;2;yes;0,26
Втулка;Assembly_49;Part_00604;2;Milling;Фрезерный станок 1;5,05;16;1;no;1,44
Втулка;Assembly_49;Part_00604;3;Heat treatment;Печь термообработки 1;6,18;20;1;no;0,2
Втулка;Assembly_49;Part_00604;4;Grinding;Шлифовальный станок 1;1,02;16;3;no;0,78
Втулка;Assembly_51;Part_00104;1;Cutting;Ленточнопильный станок 2;1,36;16;2;yes;0,26
Втулка;Assembly_51;Part_00104;2;Milling;Фрезерный станок 1;2,03;16;1;no;1,44
Втулка;Assembly_51;Part_00104;3;Heat treatment;Печь термообработки 1;7,63;20;1;no;0,2
Втулка;Assembly_51;Part_00104;4;Grinding;Шлифовальный станок 1;1,11;16;3;no;0,78
Втулка;Assembly_51;Part_00219;1;Forging;Кузнечный пресс 1;3,81;;;;
Втулка;Assembly_51;Part_00219;2;Turning;Токарный станок 2;2,89;16;3;no;1,26
Втулка;Assembly_51;Part_00219;3;Grinding;Шлифовальный станок 1;2,34;16;3;no;0,78
Втулка;Assembly_51;Part_00629;1;Forging;Кузнечный пресс 1;3,92;;;;
Втулка;Assembly_51;Part_00629;2;Turning;Токарный станок 1;1,53;20;2;yes;0,49
Втулка;Assembly_51;Part_00629;3;Grinding;Шлифовальный станок 1;2,1;16;3;no;0,78
Втулка;Assembly_53;Part_00706;1;Cutting;Ленточнопильный станок 1;0,87;16;2;no;0,53
Втулка;Assembly_53;Part_00706;2;Turning;Токарный станок 1;4,05;20;2;yes;0,49
Втулка;Assembly_53;Part_00706;3;Heat treatment;Печь термообработки 1;4,57;20;1;no;0,2
Втулка;Assembly_53;Part_00706;4;Grinding;Шлифовальный станок 1;2,84;16;3;no;0,78
Втулка;Assembly_53;Part_00706;5;Polishing;Полировальный станок 1;0,52;24;2;yes;1,29
Втулка;Assembly_53;Part_01002;1;Cutting;Ленточнопильный станок 1;0,52;16;2;no;0,53
Втулка;Assembly_53;Part_01002;2;Milling;Фрезерный станок 2;5,08;24;2;yes;0,67
Втулка;Assembly_53;Part_01002;3;Drilling;Сверлильный станок 1;1,71;16;3;yes;1,1
Втулка;Assembly_53;Part_01002;4;Grinding;Шлифовальный станок 1;1,78;16;3;no;0,78
Втулка;Assembly_53;Part_01258;1;Casting;Литейная установка 1;3,72;;;;
Втулка;Assembly_53;Part_01258;2;Milling;Фрезерный станок 2;2,21;24;2;yes;0,67
Втулка;Assembly_53;Part_01258;3;Drilling;Сверлильный станок 1;1,87;16;3;yes;1,1
Втулка;Assembly_55;Part_00920;1;Cutting;Ленточнопильный станок 1;0,78;16;2;no;0,53
Втулка;Assembly_55;Part_00920;2;Milling;Фрезерный станок 2;5,8;24;2;yes;0,67
Втулка;Assembly_55;Part_00920;3;Drilling;Сверлильный станок 1;1,46;16;3;yes;1,1
Втулка;Assembly_55;Part_00920;4;Grinding;Шлифовальный станок 1;1,24;16;3;no;0,78
Втулка;Assembly_58;Part_00949;1;Casting;Литейная установка 1;3,08;;;;
Втулка;Assembly_58;Part_00949;2;Milling;Фрезерный станок 1;5,51;16;1;no;1,44
Втулка;Assembly_58;Part_00949;3;Drilling;Сверлильный станок 1;0,8;16;3;yes;1,1
Втулка;Assembly_58;Part_01226;1;Forging;Кузнечный пресс 1;2,24;;;;
Втулка;Assembly_58;Part_01226;2;Turning;Токарный станок 1;3,62;20;2;yes;0,49
Втулка;Assembly_58;Part_01226;3;Grinding;Шлифовальный станок 1;2,91;16;3;no;0,78
Втулка;Assembly_59;Part_00388;1;Casting;Литейная установка 1;2,86;;;;
Втулка;Assembly_59;Part_00388;2;Milling;Фрезерный станок 2;3,86;24;2;yes;0,67
Втулка;Assembly_59;Part_00388;3;Drilling;Сверлильный станок 1;1,54;16;3;yes;1,1
Втулка;Assembly_59;Part_00871;1;Casting;Литейная установка 1;2,35;;;;
Втулка;Assembly_59;Part_00871;2;Milling;Фрезерный станок 1;4,94;16;1;no;1,44
Втулка;Assembly_59;Part_00871;3;Drilling;Сверлильный станок 1;0,91;16;3;yes;1,1
Втулка;Assembly_59;Part_00986;1;Forging;Кузнечный пресс 1;3,92;;;;
Втулка;Assembly_59;Part_00986;2;Turning;Токарный станок 2;1,81;16;3;no;1,26
Втулка;Assembly_59;Part_00986;3;Grinding;Шлифовальный станок 1;1,49;16;3;no;0,78
Втулка;Assembly_60;Part_00326;1;Cutting;Ленточнопильный станок 2;0,55;16;2;yes;0,26
Втулка;Assembly_60;Part_00326;2;Milling;Фрезерный станок 2;2,16;24;2;yes;0,67
Втулка;Assembly_60;Part_00326;3;Heat treatment;Печь термообработки 1;7,78;20;1;no;0,2
Втулка;Assembly_60;Part_00326;4;Grinding;Шлифовальный станок 1;1,26;16;3;no;0,78
Втулка;Assembly_7;Part_00823;1;Casting;Литейная установка 1;3,4;;;;
Втулка;Assembly_7;Part_00823;2;Milling;Фрезерный станок 1;3,05;16;1;no;1,44
Втулка;Assembly_7;Part_00823;3;Drilling;Сверлильный станок 1;1,17;16;3;yes;1,1
Втулка;Assembly_8;Part_00345;1;Cutting;Ленточнопильный станок 1;1,36;16;2;no;0,53
Втулка;Assembly_8;Part_00345;2;Milling;Фрезерный станок 2;3,53;24;2;yes;0,67
Втулка;Assembly_8;Part_00345;3;Heat treatment;Печь термообработки 1;4,1;20;1;no;0,2
Втулка;Assembly_8;Part_00345;4;Grinding;Шлифовальный станок 1;2,39;16;3;no;0,78
Втулка;Assembly_9;Part_00635;1;Cutting;Ленточнопильный станок 1;1,45;16;2;no;0,53
Втулка;Assembly_9;Part_00635;2;Milling;Фрезерный станок 1;5,06;16;1;no;1,44
Втулка;Assembly_9;Part_00635;3;Heat treatment;Печь термообработки 1;7,82;20;1;no;0,2
Втулка;Assembly_9;Part_00635;4;Grinding;Шлифовальный станок 1;1,42;16;3;no;0,78
Держатель;Assembly_10;Part_01100;1;Cutting;Ленточнопильный станок 2;1,31;16;2;yes;0,26
Держатель;Assembly_10;Part_01100;2;Milling;Фрезерный станок 1;2,35;16;1;no;1,44
Держатель;Assembly_10;Part_01100;3;Drilling;Сверлильный станок 1;1,25;16;3;yes;1,1
Держатель;Assembly_10;Part_01100;4;Grinding;Шлифовальный станок 1;2,03;16;3;no;0,78
Держатель;Assembly_11;Part_01134;1;Cutting;Ленточнопильный станок 1;1,2;16;2;no;0,53
Держатель;Assembly_11;Part_01134;2;Milling;Фрезерный станок 1;3,46;16;1;no;1,44
Держатель;Assembly_11;Part_01134;3;Heat treatment;Печь термообработки 1;5,14;20;1;no;0,2
Держатель;Assembly_11;Part_01134;4;Grinding;Шлифовальный станок 1;1,21;16;3;no;0,78
Держатель;Assembly_12;Part_00564;1;Cutting;Ленточнопильный станок 1;1,08;16;2;no;0,53
Держатель;Assembly_12;Part_00564;2;Milling;Фрезерный станок 1;4,28;16;1;no;1,44
Держатель;Assembly_12;Part_00564;3;Drilling;Сверлильный станок 1;1,92;16;3;yes;1,1
Держатель;Assembly_12;Part_00564;4;Grinding;Шлифовальный станок 1;1,25;16;3;no;0,78
Держатель;Assembly_12;Part_00596;1;Forging;Кузнечный пресс 1;3,6;;;;
Держатель;Assembly_12;Part_00596;2;Turning;Токарный станок 1;1,67;20;2;yes;0,49
Держатель;Assembly_12;Part_00596;3;Grinding;Шлифовальный станок 1;1,01;16;3;no;0,78
Держатель;Assembly_13;Part_00758;1;Cutting;Ленточнопильный станок 2;1,39;16;2;yes;0,26
Держатель;Assembly_13;Part_00758;2;Milling;Фрезерный станок 1;2,17;16;1;no;1,44
Держатель;Assembly_13;Part_00758;3;Drilling;Сверлильный станок 1;1,22;16;3;yes;1,1
Держатель;Assembly_13;Part_00758;4;Grinding;Шлифовальный станок 1;1,44;16;3;no;0,78
Держатель;Assembly_14;Part_01147;1;Forging;Кузнечный пресс 1;3,82;;;;
Держатель;Assembly_14;Part_01147;2;Turning;Токарный станок 2;3,95;16;3;no;1,26
Держатель;Assembly_14;Part_01147;3;Grinding;Шлифовальный станок 1;1,14;16;3;no;0,78
Держатель;Assembly_15;Part_00468;1;Casting;Литейная установка 1;2,88;;;;
Держатель;Assembly_15;Part_00468;2;Milling;Фрезерный станок 2;4,18;24;2;yes;0,67
Держатель;Assembly_15;Part_00468;3;Drilling;Сверлильный станок 1;1,39;16;3;yes;1,1
Держатель;Assembly_15;Part_01152;1;Cutting;Ленточнопильный станок 1;1,1;16;2;no;0,53
Держатель;Assembly_15;Part_01152;2;Milling;Фрезерный станок 1;4,7;16;1;no;1,44
Держатель;Assembly_15;Part_01152;3;Heat treatment;Печь термообработки 1;7,5;20;1;no;0,2
Держатель;Assembly_15;Part_01152;4;Grinding;Шлифовальный станок 1;1,04;16;3;no;0,78
Держатель;Assembly_18;Part_00186;1;Casting;Литейная установка 1;2,93;;;;
Держатель;Assembly_18;Part_00186;2;Milling;Фрезерный станок 2;2,62;24;2;yes;0,67
Держатель;Assembly_18;Part_00186;3;Drilling;Сверлильный станок 1;1,83;16;3;yes;1,1
Держатель;Assembly_20;Part_00582;1;Forging;Кузнечный пресс 1;3,3;;;;
Держатель;Assembly_20;Part_00582;2;Turning;Токарный станок 2;1,61;16;3;no;1,26
Держатель;Assembly_20;Part_00582;3;Grinding;Шлифовальный станок 1;1,59;16;3;no;0,78
Держатель;Assembly_22;Part_00408;1;Cutting;Ленточнопильный станок 1;0,71;16;2;no;0,53
Держатель;Assembly_22;Part_00408;2;Turning;Токарный станок 2;3,45;16;3;no;1,26
Держатель;Assembly_22;Part_00408;3;Heat treatment;Печь термообработки 1;5,45;20;1;no;0,2
Держатель;Assembly_22;Part_00408;4;Grinding;Шлифовальный станок 1;2,63;16;3;no;0,78
Держатель;Assembly_22;Part_00408;5;Polishing;Полировальный станок 1;0,89;24;2;yes;1,29
Держатель;Assembly_23;Part_00659;1;Cutting;Ленточнопильный станок 1;0,87;16;2;no;0,53
Держатель;Assembly_23;Part_00659;2;Turning;Токарный станок 2;3,08;16;3;no;1,26
Держатель;Assembly_23;Part_00659;3;Heat treatment;Печь термообработки 1;6,44;20;1;no;0,2
Держатель;Assembly_23;Part_00659;4;Grinding;Шлифовальный станок 1;2,59;16;3;no;0,78
Держатель;Assembly_23;Part_00659;5;Polishing;Полировальный станок 1;1,44;24;2;yes;1,29
Держатель;Assembly_27;Part_00600;1;Cutting;Ленточнопильный станок 1;1,36;16;2;no;0,53
Держатель;Assembly_27;Part_00600;2;Milling;Фрезерный станок 2;4,02;24;2;yes;0,67
Держатель;Assembly_27;Part_00600;3;Drilling;Сверлильный станок 1;0,86;16;3;yes;1,1
Держатель;Assembly_27;Part_00600;4;Grinding;Шлифовальный станок 1;1,34;16;3;no;0,78
Держатель;Assembly_28;Part_00769;1;Cutting;Ленточнопильный станок 2;1,43;16;2;yes;0,26
Держатель;Assembly_28;Part_00769;2;Milling;Фрезерный станок 2;2,93;24;2;yes;0,67
Держатель;Assembly_28;Part_00769;3;Heat treatment;Печь термообработки 1;5,06;20;1;no;0,2
Держатель;Assembly_28;Part_00769;4;Grinding;Шлифовальный станок 1;1,49;16;3;no;0,78
Держатель;Assembly_28;Part_00856;1;Forging;Кузнечный пресс 1;3,48;;;;
Держатель;Assembly_28;Part_00856;2;Turning;Токарный станок 2;2,86;16;3;no;1,26
Держатель;Assembly_28;Part_00856;3;Grinding;Шлифовальный станок 1;2,4;16;3;no;0,78
Держатель;Assembly_28;Part_01221;1;Forging;Кузнечный пресс 1;3,43;;;;
Держатель;Assembly_28;Part_01221;2;Turning;Токарный станок 2;2,22;16;3;no;1,26
Держатель;Assembly_28;Part_01221;3;Grinding;Шлифовальный станок 1;2,37;16;3;no;0,78
Держатель;Assembly_30;Part_01089;1;Cutting;Ленточнопильный станок 2;0,55;16;2;yes;0,26
Держатель;Assembly_30;Part_01089;2;Milling;Фрезерный станок 2;5,64;24;2;yes;0,67
Держатель;Assembly_30;Part_01089;3;Heat treatment;Печь термообработки 1;3,85;20;1;no;0,2
Держатель;Assembly_30;Part_01089;4;Grinding;Шлифовальный станок 1;2,37;16;3;no;0,78
Держатель;Assembly_30;Part_01115;1;Cutting;Ленточнопильный станок 1;1,12;16;2;no;0,53
Держатель;Assembly_30;Part_01115;2;Milling;Фрезерный станок 1;2,08;16;1;no;1,44
Держатель;Assembly_30;Part_01115;3;Heat treatment;Печь термообработки 1;3,14;20;1;no;0,2
Держатель;Assembly_30;Part_01115;4;Grinding;Шлифовальный станок 1;1,63;16;3;no;0,78
Держатель;Assembly_31;Part_00063;1;Forging;Кузнечный пресс 1;3,73;;;;
Держатель;Assembly_31;Part_00063;2;Turning;Токарный станок 2;4,01;16;3;no;1,26
Держатель;Assembly_31;Part_00063;3;Grinding;Шлифовальный станок 1;2,93;16;3;no;0,78
Держатель;Assembly_31;Part_00101;1;Casting;Литейная установка 1;4,36;;;;
Держатель;Assembly_31;Part_00101;2;Milling;Фрезерный станок 1;5,47;16;1;no;1,44
Держатель;Assembly_31;Part_00101;3;Drilling;Сверлильный станок 1;1,5;16;3;yes;1,1
Держатель;Assembly_32;Part_01007;1;Cutting;Ленточнопильный станок 2;1,25;16;2;yes;0,26
Держатель;Assembly_32;Part_01007;2;Turning;Токарный станок 1;3,66;20;2;yes;0,49
Держатель;Assembly_32;Part_01007;3;Heat treatment;Печь термообработки 1;4,32;20;1;no;0,2
Держатель;Assembly_32;Part_01007;4;Grinding;Шлифовальный станок 1;2,85;16;3;no;0,78
Держатель;Assembly_32;Part_01007;5;Polishing;Полировальный станок 1;1,15;24;2;yes;1,29
Держатель;Assembly_33;Part_00061;1;Cutting;Ленточнопильный станок 1;1,19;16;2;no;0,53
Держатель;Assembly_33;Part_00061;2;Milling;Фрезерный станок 2;4,54;24;2;yes;0,67
Держатель;Assembly_33;Part_00061;3;Drilling;Сверлильный станок 1;1,41;16;3;yes;1,1
Держатель;Assembly_33;Part_00061;4;Grinding;Шлифовальный станок 1;2,06;16;3;no;0,78
Держатель;Assembly_34;Part_00042;1;Cutting;Ленточнопильный станок 2;1;16;2;yes;0,26
Держатель;Assembly_34;Part_00042;2;Milling;Фрезерный станок 2;5,72;24;2;yes;0,67
Держатель;Assembly_34;Part_00042;3;Drilling;Сверлильный станок 1;0,86;16;3;yes;1,1
Держатель;Assembly_34;Part_00042;4;Grinding;Шлифовальный станок 1;2,37;16;3;no;0,78
Держатель;Assembly_36;Part_00892;1;Cutting;Ленточнопильный станок 2;0,74;16;2;yes;0,26
Держатель;Assembly_36;Part_00892;2;Turning;Токарный станок 1;4,14;20;2;yes;0,49
Держатель;Assembly_36;Part_00892;3;Heat treatment;Печь термообработки 1;5,2;20;1;no;0,2
Держатель;Assembly_36;Part_00892;4;Grinding;Шлифовальный станок 1;1,43;16;3;no;0,78
Держатель;Assembly_36;Part_00892;5;Polishing;Полировальный станок 1;0,79;24;2;yes;1,29
Держатель;Assembly_36;Part_01175;1;Cutting;Ленточнопильный станок 1;1,31;16;2;no;0,53
Держатель;Assembly_36;Part_01175;2;Milling;Фрезерный станок 1;4,07;16;1;no;1,44
Держатель;Assembly_36;Part_01175;3;Heat treatment;Печь термообработки 1;3,36;20;1;no;0,2
Держатель;Assembly_36;Part_01175;4;Grinding;Шлифовальный станок 1;2,24;16;3;no;0,78
Держатель;Assembly_39;Part_00133;1;Forging;Кузнечный пресс 1;3,97;;;;
Держатель;Assembly_39;Part_00133;2;Turning;Токарный станок 2;4,2;16;3;no;1,26
Держатель;Assembly_39;Part_00133;3;Grinding;Шлифовальный станок 1;2,98;16;3;no;0,78
Держатель;Assembly_39;Part_00941;1;Cutting;Ленточнопильный станок 2;1,1;16;2;yes;0,26
Держатель;Assembly_39;Part_00941;2;Milling;Фрезерный станок 2;4,57;24;2;yes;0,67
Держатель;Assembly_39;Part_00941;3;Drilling;Сверлильный станок 1;1,24;16;3;yes;1,1
Держатель;Assembly_39;Part_00941;4;Grinding;Шлифовальный станок 1;1,48;16;3;no;0,78
Держатель;Assembly_40;Part_00320;1;Cutting;Ленточнопильный станок 1;1,27;16;2;no;0,53
Держатель;Assembly_40;Part_00320;2;Milling;Фрезерный станок 2;5,39;24;2;yes;0,67
Держатель;Assembly_40;Part_00320;3;Drilling;Сверлильный станок 1;1,1;16;3;yes;1,1
Держатель;Assembly_40;Part_00320;4;Grinding;Шлифовальный станок 1;1,14;16;3;no;0,78
Держатель;Assembly_40;Part_00376;1;Cutting;Ленточнопильный станок 1;0,85;16;2;no;0,53
Держатель;Assembly_40;Part_00376;2;Turning;Токарный станок 1;3,91;20;2;yes;0,49
Держатель;Assembly_40;Part_00376;3;Heat treatment;Печь термообработки 1;6,05;20;1;no;0,2
Держатель;Assembly_40;Part_00376;4;Grinding;Шлифовальный станок 1;1,86;16;3;no;0,78
Держатель;Assembly_40;Part_00376;5;Polishing;Полировальный станок 1;0,57;24;2;yes;1,29
Держатель;Assembly_40;Part_00849;1;Cutting;Ленточнопильный станок 1;1,46;16;2;no;0,53
Держатель;Assembly_40;Part_00849;2;Milling;Фрезерный станок 2;3,51;24;2;yes;0,67
Держатель;Assembly_40;Part_00849;3;Heat treatment;Печь термообработки 1;3,79;20;1;no;0,2
Держатель;Assembly_40;Part_00849;4;Grinding;Шлифовальный станок 1;2,97;16;3;no;0,78
Держатель;Assembly_43;Part_00715;1;Forging;Кузнечный пресс 1;3,05;;;;
Держатель;Assembly_43;Part_00715;2;Turning;Токарный станок 1;2,35;20;2;yes;0,49
Держатель;Assembly_43;Part_00715;3;Grinding;Шлифовальный станок 1;1,15;16;3;no;0,78
Держатель;Assembly_43;Part_01095;1;Cutting;Ленточнопильный станок 1;0,93;16;2;no;0,53
Держатель;Assembly_43;Part_01095;2;Milling;Фрезерный станок 1;4,67;16;1;no;1,44
Держатель;Assembly_43;Part_01095;3;Drilling;Сверлильный станок 1;1,85;16;3;yes;1,1
Держатель;Assembly_43;Part_01095;4;Grinding;Шлифовальный станок 1;2,66;16;3;no;0,78
Держатель;Assembly_44;Part_00029;1;Forging;Кузнечный пресс 1;2,32;;;;
Держатель;Assembly_44;Part_00029;2;Turning;Токарный станок 1;3,02;20;2;yes;0,49
Держатель;Assembly_44;Part_00029;3;Grinding;Шлифовальный станок 1;2,61;16;3;no;0,78
Держатель;Assembly_44;Part_01205;1;Cutting;Ленточнопильный станок 1;1,13;16;2;no;0,53
Держатель;Assembly_44;Part_01205;2;Milling;Фрезерный станок 1;4,47;16;1;no;1,44
Держатель;Assembly_44;Part_01205;3;Heat treatment;Печь термообработки 1;4,23;20;1;no;0,2
Держатель;Assembly_44;Part_01205;4;Grinding;Шлифовальный станок 1;1,69;16;3;no;0,78
Держатель;Assembly_47;Part_00668;1;Forging;Кузнечный пресс 1;2,84;;;;
Держатель;Assembly_47;Part_00668;2;Turning;Токарный станок 2;4,63;16;3;no;1,26
Держатель;Assembly_47;Part_00668;3;Grinding;Шлифовальный станок 1;1,05;16;3;no;0,78
Держатель;Assembly_48;Part_00338;1;Casting;Литейная установка 1;2,66;;;;
Держатель;Assembly_48;Part_00338;2;Milling;Фрезерный станок 1;4,43;16;1;no;1,44
Держатель;Assembly_48;Part_00338;3;Drilling;Сверлильный станок 1;0,89;16;3;yes;1,1
Держатель;Assembly_48;Part_00581;1;Cutting;Ленточнопильный станок 1;1;16;2;no;0,53
Держатель;Assembly_48;Part_00581;2;Milling;Фрезерный станок 2;5,53;24;2;yes;0,67
Держатель;Assembly_48;Part_00581;3;Heat treatment;Печь термообработки 1;5,74;20;1;no;0,2
Держатель;Assembly_48;Part_00581;4;Grinding;Шлифовальный станок 1;2,42;16;3;no;0,78
Держатель;Assembly_48;Part_01080;1;Casting;Литейная установка 1;4,44;;;;
Держатель;Assembly_48;Part_01080;2;Milling;Фрезерный станок 1;3,57;16;1;no;1,44
Держатель;Assembly_48;Part_01080;3;Drilling;Сверлильный станок 1;0,92;16;3;yes;1,1
Держатель;Assembly_51;Part_00980;1;Cutting;Ленточнопильный станок 1;0,59;16;2;no;0,53
Держатель;Assembly_51;Part_00980;2;Turning;Токарный станок 1;1,8;20;2;yes;0,49
Держатель;Assembly_51;Part_00980;3;Heat treatment;Печь термообработки 1;4,83;20;1;no;0,2
Держатель;Assembly_51;Part_00980;4;Grinding;Шлифовальный станок 1;2,98;16;3;no;0,78
Держатель;Assembly_51;Part_00980;5;Polishing;Полировальный станок 1;1,25;24;2;yes;1,29
Держатель;Assembly_51;Part_01239;1;Cutting;Ленточнопильный станок 1;1,48;16;2;no;0,53
Держатель;Assembly_51;Part_01239;2;Milling;Фрезерный станок 1;4,56;16;1;no;1,44
Держатель;Assembly_51;Part_01239;3;Drilling;Сверлильный станок 1;1,68;16;3;yes;1,1
Держатель;Assembly_51;Part_01239;4;Grinding;Шлифовальный станок 1;1,48;16;3;no;0,78
Держатель;Assembly_52;Part_00427;1;Casting;Литейная установка 1;4,64;;;;
Держатель;Assembly_52;Part_00427;2;Milling;Фрезерный станок 2;4,91;24;2;yes;0,67
Держатель;Assembly_52;Part_00427;3;Drilling;Сверлильный станок 1;1,54;16;3;yes;1,1
Держатель;Assembly_53;Part_00096;1;Cutting;Ленточнопильный станок 2;0,87;16;2;yes;0,26
Держатель;Assembly_53;Part_00096;2;Milling;Фрезерный станок 1;4,36;16;1;no;1,44
Держатель;Assembly_53;Part_00096;3;Drilling;Сверлильный станок 1;1,92;16;3;yes;1,1
Держатель;Assembly_53;Part_00096;4;Grinding;Шлифовальный станок 1;1,52;16;3;no;0,78
Держатель;Assembly_57;Part_00831;1;Forging;Кузнечный пресс 1;3,09;;;;
Держатель;Assembly_57;Part_00831;2;Turning;Токарный станок 1;3,95;20;2;yes;0,49
Держатель;Assembly_57;Part_00831;3;Grinding;Шлифовальный станок 1;2,61;16;3;no;0,78
Держатель;Assembly_57;Part_00845;1;Cutting;Ленточнопильный станок 1;1,11;16;2;no;0,53
Держатель;Assembly_57;Part_00845;2;Milling;Фрезерный станок 1;3,07;16;1;no;1,44
Держатель;Assembly_57;Part_00845;3;Drilling;Сверлильный станок 1;0,92;16;3;yes;1,1
Держатель;Assembly_57;Part_00845;4;Grinding;Шлифовальный станок 1;1,96;16;3;no;0,78
Держатель;Assembly_58;Part_00285;1;Forging;Кузнечный пресс 1;2,32;;;;
Держатель;Assembly_58;Part_00285;2;Turning;Токарный станок 1;2,44;20;2;yes;0,49
Держатель;Assembly_58;Part_00285;3;Grinding;Шлифовальный станок 1;2,5;16;3;no;0,78
Держатель;Assembly_58;Part_00588;1;Casting;Литейная установка 1;3,42;;;;
Держатель;Assembly_58;Part_00588;2;Milling;Фрезерный станок 1;5,53;16;1;no;1,44
Держатель;Assembly_58;Part_00588;3;Drilling;Сверлильный станок 1;1,46;16;3;yes;1,1
Держатель;Assembly_59;Part_00401;1;Casting;Литейная установка 1;4,95;;;;
Держатель;Assembly_59;Part_00401;2;Milling;Фрезерный станок 2;4,22;24;2;yes;0,67
Держатель;Assembly_59;Part_00401;3;Drilling;Сверлильный станок 1;1,84;16;3;yes;1,1
Держатель;Assembly_60;Part_00679;1;Forging;Кузнечный пресс 1;3,19;;;;
Держатель;Assembly_60;Part_00679;2;Turning;Токарный станок 2;2,32;16;3;no;1,26
Держатель;Assembly_60;Part_00679;3;Grinding;Шлифовальный станок 1;2,73;16;3;no;0,78
Держатель;Assembly_7;Part_00215;1;Casting;Литейная установка 1;2,54;;;;
Держатель;Assembly_7;Part_00215;2;Milling;Фрезерный станок 1;3,83;16;1;no;1,44
Держатель;Assembly_7;Part_00215;3;Drilling;Сверлильный станок 1;1,3;16;3;yes;1,1
Держатель;Assembly_8;Part_00575;1;Cutting;Ленточнопильный станок 2;1,02;16;2;yes;0,26
Держатель;Assembly_8;Part_00575;2;Milling;Фрезерный станок 2;4,33;24;2;yes;0,67
Держатель;Assembly_8;Part_00575;3;Heat treatment;Печь термообработки 1;6,92;20;1;no;0,2
Держатель;Assembly_8;Part_00575;4;Grinding;Шлифовальный станок 1;1,22;16;3;no;0,78
Держатель;Assembly_8;Part_00865;1;Cutting;Ленточнопильный станок 1;1,12;16;2;no;0,53
Держатель;Assembly_8;Part_00865;2;Milling;Фрезерный станок 1;2,19;16;1;no;1,44
Держатель;Assembly_8;Part_00865;3;Drilling;Сверлильный станок 1;1,32;16;3;yes;1,1
Держатель;Assembly_8;Part_00865;4;Grinding;Шлифовальный станок 1;2,87;16;3;no;0,78
Задняя крышка;Assembly_1;Part_00908;1;Cutting;Ленточнопильный станок 2;1,27;16;2;yes;0,26
Задняя крышка;Assembly_1;Part_00908;2;Milling;Фрезерный станок 2;4,35;24;2;yes;0,67
Задняя крышка;Assembly_1;Part_00908;3;Drilling;Сверлильный станок 1;1,32;16;3;yes;1,1
Задняя крышка;Assembly_1;Part_00908;4;Grinding;Шлифовальный станок 1;1,4;16;3;no;0,78
Задняя крышка;Assembly_13;Part_01054;1;Casting;Литейная установка 1;4,64;;;;
Задняя крышка;Assembly_13;Part_01054;2;Milling;Фрезерный станок 1;3,35;16;1;no;1,44
Задняя крышка;Assembly_13;Part_01054;3;Drilling;Сверлильный станок 1;1,88;16;3;yes;1,1
